experiment_idx,label,layer_start,layer_end,layer_count,target_sparsity,mean_sparsity,generation_prefill_speedup,generation_decode_speedup,generation_dense_prefill_time_s,generation_sparse_prefill_time_s,generation_dense_decode_tokens_per_second,generation_sparse_decode_tokens_per_second,perplexity_dense,perplexity_sparse,ppl_ratio,baseline_over_ppl,ppl_delta,perplexity_eval_speedup,perplexity_dense_tokens_per_second,perplexity_sparse_tokens_per_second,avg_keep_ratio,avg_sparsity,generation_backend_actual,perplexity_backend_actual,raw_metrics_path
0,exp_00_layers_0_5_s0p8,0,5,6,0.8,0.1333333333333333,1.9125617292575714,1.3305586461481451,0.6295928850013297,0.3291882689954946,98.91415802076308,131.6110881809902,9.472842401730613,10.006358361763052,1.0563205780701017,0.9466823053158735,0.5335159600324388,1.4620046501183401,4608.932049460853,6738.280088391219,0.0,0.0,triton_universal,triton_universal,/home/roy/Documents/STUDY/IC/YEAR4_TERM2/ADLS/SparseAttentionInfer/sparse_llm/qwen3/experiment/outputs/metrics/qwen3_layer_block_sparsity_runs/exp_00_layers_0_5_s0p8.json
1,exp_01_layers_6_11_s0p8,6,11,6,0.8,0.1333333333333333,2.0880551115947887,1.3751502566014706,0.6295928850013297,0.30152120099955937,98.91415802076308,136.02182978377076,9.472842401730613,10.003862670039643,1.0560571205335387,0.9469184768100255,0.5310202683090299,1.5746921880305893,4608.932049460853,7257.649293449818,0.0,0.0,triton_universal,triton_universal,/home/roy/Documents/STUDY/IC/YEAR4_TERM2/ADLS/SparseAttentionInfer/sparse_llm/qwen3/experiment/outputs/metrics/qwen3_layer_block_sparsity_runs/exp_01_layers_6_11_s0p8.json
2,exp_02_layers_12_17_s0p8,12,17,6,0.8,0.1333333333333333,2.0936881880389784,1.3223565799996773,0.6295928850013297,0.30070995700225467,98.91415802076308,130.79978771388392,9.472842401730613,10.04184939600451,1.0600671868213436,0.943336434173142,0.5690069942738969,1.5875227119560398,4608.932049460853,7316.7843063812015,0.0,0.0,triton_universal,triton_universal,/home/roy/Documents/STUDY/IC/YEAR4_TERM2/ADLS/SparseAttentionInfer/sparse_llm/qwen3/experiment/outputs/metrics/qwen3_layer_block_sparsity_runs/exp_02_layers_12_17_s0p8.json
3,exp_03_layers_18_23_s0p8,18,23,6,0.8,0.1333333333333333,2.0888761657412056,1.3579149444128928,0.6295928850013297,0.3014026850069058,98.91415802076308,134.3170133904126,9.472842401730613,10.605529027706655,1.1195719909548068,0.8931984794896201,1.1326866259760422,1.5748842971005075,4608.932049460853,7258.534711099156,0.0,0.0,triton_universal,triton_universal,/home/roy/Documents/STUDY/IC/YEAR4_TERM2/ADLS/SparseAttentionInfer/sparse_llm/qwen3/experiment/outputs/metrics/qwen3_layer_block_sparsity_runs/exp_03_layers_18_23_s0p8.json
4,exp_04_layers_24_29_s0p8,24,29,6,0.8,0.1333333333333333,2.0403545104263836,1.351271261560583,0.6295928850013297,0.3085703399992781,98.91415802076308,133.6598590949194,9.472842401730613,10.46093285925985,1.1043077057155222,0.9055447089831385,0.9880904575292373,1.5506336424107614,4608.932049460853,7146.7650914791775,0.0,0.0,triton_universal,triton_universal,/home/roy/Documents/STUDY/IC/YEAR4_TERM2/ADLS/SparseAttentionInfer/sparse_llm/qwen3/experiment/outputs/metrics/qwen3_layer_block_sparsity_runs/exp_04_layers_24_29_s0p8.json
5,exp_05_layers_30_35_s0p8,30,35,6,0.8,0.1333333333333333,2.091887770216795,1.4053045206168717,0.6295928850013297,0.30096876800234895,98.91415802076308,139.00451341958995,9.472842401730613,11.498794854686587,1.2138695406339546,0.8238117577921436,2.0259524529559734,1.5417077311152088,4608.932049460853,7105.626172838461,0.0,0.0,triton_universal,triton_universal,/home/roy/Documents/STUDY/IC/YEAR4_TERM2/ADLS/SparseAttentionInfer/sparse_llm/qwen3/experiment/outputs/metrics/qwen3_layer_block_sparsity_runs/exp_05_layers_30_35_s0p8.json
