batch_size,num_heads,head_dim,seq_len,dtype,device,mode,pattern_type,backend,causal,topk,window_size,block_size,timing_source,actual_backend,total_time_ms_mean,total_time_ms_p50,total_time_ms_p95,peak_memory_mb,rel_err,cosine_sim,kl_divergence,top1_match_rate,_status
10,8,256,512,fp16,cuda,prefill,bigbird2,triton_bigbird,True,64,,,real_cuda,triton_bigbird,0.8066313594579697,0.8026399910449982,0.8356863856315613,240.1513671875,0.019816406071186066,0.9998036623001099,0.0,1.0,ok
10,8,256,512,fp16,cuda,prefill,bigbird2,triton_bigbird,True,128,,,real_cuda,triton_bigbird,0.7920592004060745,0.7884799838066101,0.8184944063425064,240.1513671875,0.012657640501856804,0.9999200105667114,0.0,1.0,ok
10,8,256,512,fp16,cuda,decode,dense,dense_sdpa,True,,,,real_cuda,DenseSdpaBackend,0.3676028800010681,0.36263999342918396,0.3963631927967072,56.3388671875,0.0,1.0000001192092896,0.0,1.0,ok
10,8,256,512,fp16,cuda,decode,bigbird,masked_sdpa,True,64,,,proxy,MaskedSdpaBackend,0.5339219212532044,0.5253280103206635,0.5748991936445236,58.8515625,0.29398807883262634,0.9568151235580444,2.24131997497524e-36,1.0,ok
10,8,256,512,fp16,cuda,decode,bigbird,masked_sdpa,True,128,,,proxy,MaskedSdpaBackend,0.5415075212717056,0.5386239886283875,0.5654480129480361,58.85546875,0.3061933219432831,0.9531899690628052,9.018900959625117e-42,1.0,ok
10,8,256,512,fp16,cuda,decode,bigbird,triton_bigbird,True,64,,,real_cuda,triton_bigbird,0.4548796805739403,0.4536159932613373,0.4670976087450981,58.8515625,0.35174721479415894,0.9380899667739868,7.853496730082511e-39,1.0,ok
10,8,256,512,fp16,cuda,decode,bigbird,triton_bigbird,True,128,,,real_cuda,triton_bigbird,0.4452335974574089,0.44201599061489105,0.4628992065787315,58.85546875,0.3009090721607208,0.9548917412757874,1.0197908818297089e-42,1.0,ok
10,8,256,512,fp16,cuda,decode,bigbird2,masked_sdpa,True,64,,,proxy,MaskedSdpaBackend,0.5312387186288834,0.5304319858551025,0.55137919485569,58.8759765625,0.32457712292671204,0.947361946105957,1.55711054746076e-31,1.0,ok
10,8,256,512,fp16,cuda,decode,bigbird2,masked_sdpa,True,128,,,proxy,MaskedSdpaBackend,0.5443007987737656,0.5223679840564728,0.5635168105363846,58.8759765625,0.3117695748806,0.9516345262527466,3.4319855309206898e-34,1.0,ok
10,8,256,512,fp16,cuda,decode,bigbird2,triton_bigbird,True,64,,,real_cuda,triton_bigbird,0.45785280019044877,0.45551998913288116,0.4823167994618416,58.8759765625,0.31306302547454834,0.9507783651351929,5.673651888566806e-44,1.0,ok
10,8,256,512,fp16,cuda,decode,bigbird2,triton_bigbird,True,128,,,real_cuda,triton_bigbird,0.46130272060632704,0.4567839950323105,0.4933855876326561,58.8759765625,0.3214755356311798,0.948502242565155,6.698301021650214e-38,1.0,ok
10,8,256,1024,fp16,cuda,prefill,dense,dense_sdpa,True,,,,real_cuda,DenseSdpaBackend,0.8818988782167435,0.8796160221099854,0.9012400060892105,528.3740234375,0.0,1.000000238418579,0.0,1.0,ok
10,8,256,1024,fp16,cuda,prefill,bigbird,masked_sdpa,True,64,,,proxy,MaskedSdpaBackend,5.397411208152771,5.387984037399292,5.461054420471191,1181.7236328125,0.04004523903131485,0.9991981983184814,7.251076408445442e-32,1.0,ok
10,8,256,1024,fp16,cuda,prefill,bigbird,masked_sdpa,True,128,,,proxy,MaskedSdpaBackend,5.404541430473327,5.395455837249756,5.466027116775512,1181.7314453125,0.024446293711662292,0.9997012615203857,1.7856810628251125e-29,1.0,ok
10,8,256,1024,fp16,cuda,prefill,bigbird,triton_bigbird,True,64,,,real_cuda,triton_bigbird,0.8986668789386749,0.8970239758491516,0.9223711907863616,463.7236328125,0.02502526342868805,0.9996868968009949,2.003423580405527e-32,1.0,ok
10,8,256,1024,fp16,cuda,prefill,bigbird,triton_bigbird,True,128,,,real_cuda,triton_bigbird,0.9456620812416077,0.9428319931030273,0.9632095754146576,463.7314453125,0.018217021599411964,0.9998341798782349,0.0,1.0,ok
10,8,256,1024,fp16,cuda,prefill,bigbird2,masked_sdpa,True,64,,,proxy,MaskedSdpaBackend,5.396181435585022,5.392704010009766,5.451820826530456,1181.8330078125,0.03940622881054878,0.9992235898971558,0.0,1.0,ok
10,8,256,1024,fp16,cuda,prefill,bigbird2,masked_sdpa,True,128,,,proxy,MaskedSdpaBackend,5.403702712059021,5.394432067871094,5.477628779411316,1181.8330078125,0.024428047239780426,0.9997016191482544,8.768702861542583e-30,1.0,ok
10,8,256,1024,fp16,cuda,prefill,bigbird2,triton_bigbird,True,64,,,real_cuda,triton_bigbird,1.8460729587078095,1.8405279517173767,1.8710527420043945,463.8330078125,0.02432221919298172,0.9997043609619141,9.260255233932886e-33,1.0,ok
10,8,256,1024,fp16,cuda,prefill,bigbird2,triton_bigbird,True,128,,,real_cuda,triton_bigbird,1.8043135964870454,1.7986559867858887,1.8248191475868225,463.8330078125,0.018196435645222664,0.9998344779014587,1.7067176230910322e-32,1.0,ok
10,8,256,1024,fp16,cuda,decode,dense,dense_sdpa,True,,,,real_cuda,DenseSdpaBackend,0.37065120071172714,0.3643999993801117,0.40690719783306123,88.8779296875,0.0,1.0,0.0,1.0,ok
10,8,256,1024,fp16,cuda,decode,bigbird,masked_sdpa,True,64,,,proxy,MaskedSdpaBackend,0.5317379194498062,0.5278880000114441,0.5607280045747757,96.90234375,0.31977641582489014,0.9492819905281067,9.972632601581666e-35,1.0,ok
10,8,256,1024,fp16,cuda,decode,bigbird,masked_sdpa,True,128,,,proxy,MaskedSdpaBackend,0.5256585603952408,0.5226880013942719,0.5482383996248245,96.91015625,0.31817495822906494,0.9493176937103271,3.56581118205524e-48,1.0,ok
10,8,256,1024,fp16,cuda,decode,bigbird,triton_bigbird,True,64,,,real_cuda,triton_bigbird,0.4572713604569435,0.45367999374866486,0.47825920581817627,96.90234375,0.3123493790626526,0.9512414336204529,2.665577124280357e-34,1.0,ok
10,8,256,1024,fp16,cuda,decode,bigbird,triton_bigbird,True,128,,,real_cuda,triton_bigbird,0.44542783945798875,0.4434559941291809,0.458904005587101,96.91015625,0.3151969611644745,0.950174868106842,3.415528162369718e-44,1.0,ok
10,8,256,1024,fp16,cuda,decode,bigbird2,masked_sdpa,True,64,,,proxy,MaskedSdpaBackend,0.5319248014688491,0.5258879959583282,0.567296028137207,97.013671875,0.3025210499763489,0.9543715119361877,2.93110731967455e-40,1.0,ok
10,8,256,1024,fp16,cuda,decode,bigbird2,masked_sdpa,True,128,,,proxy,MaskedSdpaBackend,0.5376070392131805,0.5293919742107391,0.5691663950681686,97.013671875,0.2918841242790222,0.9573144912719727,3.9387412761451266e-42,1.0,ok
10,8,256,1024,fp16,cuda,decode,bigbird2,triton_bigbird,True,64,,,real_cuda,triton_bigbird,0.44220928102731705,0.4402559995651245,0.4687792003154755,97.013671875,0.3485460579395294,0.9393682479858398,5.066886714786738e-35,1.0,ok
10,8,256,1024,fp16,cuda,decode,bigbird2,triton_bigbird,True,128,,,real_cuda,triton_bigbird,0.43845919877290723,0.4355839937925339,0.4596031978726387,97.013671875,0.3050682544708252,0.9534808993339539,1.2815117330095424e-28,1.0,ok
10,8,256,2048,fp16,cuda,prefill,dense,dense_sdpa,True,,,,real_cuda,DenseSdpaBackend,1.861013125181198,1.8611040115356445,1.8737184226512908,1023.1826171875,0.0,1.0000001192092896,0.0,1.0,ok
10,8,256,2048,fp16,cuda,prefill,bigbird,masked_sdpa,True,64,,,proxy,MaskedSdpaBackend,20.229606761932374,20.21622371673584,20.37063150405884,4001.8837890625,0.04156702384352684,0.999136209487915,0.0,1.0,ok
10,8,256,2048,fp16,cuda,prefill,bigbird,masked_sdpa,True,128,,,proxy,MaskedSdpaBackend,20.22829336166382,20.229775428771973,20.317286872863768,4001.8994140625,0.02706337533891201,0.9996337890625,3.1999250474471693e-29,1.0,ok
10,8,256,2048,fp16,cuda,prefill,bigbird,triton_bigbird,True,64,,,real_cuda,triton_bigbird,1.6831110394001008,1.6824480295181274,1.6965247869491578,913.8837890625,0.028083516284823418,0.9996057748794556,0.0,1.0,ok
10,8,256,2048,fp16,cuda,prefill,bigbird,triton_bigbird,True,128,,,real_cuda,triton_bigbird,1.779934401512146,1.7790079712867737,1.7967664539813994,913.8994140625,0.021405912935733795,0.999770998954773,3.669859664318805e-32,1.0,ok
10,8,256,2048,fp16,cuda,prefill,bigbird2,masked_sdpa,True,64,,,proxy,MaskedSdpaBackend,20.22578243255615,20.22604751586914,20.31242322921753,4002.3525390625,0.04198157414793968,0.9991188645362854,0.0,1.0,ok
10,8,256,2048,fp16,cuda,prefill,bigbird2,masked_sdpa,True,128,,,proxy,MaskedSdpaBackend,20.22735227584839,20.223408699035645,20.377702140808104,4002.3525390625,0.026862436905503273,0.9996392726898193,2.196670907492362e-30,1.0,ok
10,8,256,2048,fp16,cuda,prefill,bigbird2,triton_bigbird,True,64,,,real_cuda,triton_bigbird,5.779202241897583,5.779279947280884,5.7885202169418335,914.3525390625,0.02779778279364109,0.9996136426925659,2.7265957791956226e-31,1.0,ok
10,8,256,2048,fp16,cuda,prefill,bigbird2,triton_bigbird,True,128,,,real_cuda,triton_bigbird,5.667031683921814,5.666672229766846,5.677055835723877,914.3525390625,0.02155444025993347,0.9997676610946655,0.0,1.0,ok
10,8,256,2048,fp16,cuda,decode,dense,dense_sdpa,True,,,,real_cuda,DenseSdpaBackend,0.3804896005988121,0.37569600343704224,0.40760960429906845,153.9560546875,0.0,0.9999999403953552,0.0,1.0,ok
10,8,256,2048,fp16,cuda,decode,bigbird,masked_sdpa,True,64,,,proxy,MaskedSdpaBackend,0.5424799984693527,0.5397439897060394,0.5686287730932236,186.00390625,0.31534543633461,0.9502822756767273,4.799599881564949e-39,1.0,ok
10,8,256,2048,fp16,cuda,decode,bigbird,masked_sdpa,True,128,,,proxy,MaskedSdpaBackend,0.5399884808063508,0.538239985704422,0.5563472032546997,186.01953125,0.31262296438217163,0.9510375261306763,2.139747160017887e-34,1.0,ok
10,8,256,2048,fp16,cuda,decode,bigbird,triton_bigbird,True,64,,,real_cuda,triton_bigbird,0.4408556804060936,0.43886400759220123,0.4570704147219658,186.00390625,0.30391526222229004,0.9537374973297119,2.151745209660134e-41,1.0,ok
10,8,256,2048,fp16,cuda,decode,bigbird,triton_bigbird,True,128,,,real_cuda,triton_bigbird,0.43785920143127444,0.43695999681949615,0.4565823897719383,186.01953125,0.3305734097957611,0.9455193877220154,1.846350498610551e-40,1.0,ok
10,8,256,2048,fp16,cuda,decode,bigbird2,masked_sdpa,True,64,,,proxy,MaskedSdpaBackend,0.529402238726616,0.5276159942150116,0.5475567907094956,186.4765625,0.3315221071243286,0.9451943039894104,7.522055659716543e-36,1.0,ok
10,8,256,2048,fp16,cuda,decode,bigbird2,masked_sdpa,True,128,,,proxy,MaskedSdpaBackend,0.5177795177698136,0.5160959959030151,0.5322304248809814,186.4765625,0.31432557106018066,0.9507064819335938,6.084166573462335e-50,1.0,ok
10,8,256,2048,fp16,cuda,decode,bigbird2,triton_bigbird,True,64,,,real_cuda,triton_bigbird,0.4422531193494797,0.4384319931268692,0.4624927997589111,186.4765625,0.3081952929496765,0.9527064561843872,4.13410149214407e-42,1.0,ok
10,8,256,2048,fp16,cuda,decode,bigbird2,triton_bigbird,True,128,,,real_cuda,triton_bigbird,0.4436019194126129,0.4421920031309128,0.4607183918356895,186.4765625,0.30092668533325195,0.9548763036727905,2.3975071875675873e-43,1.0,ok
